k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
5.168406670680349146e-02,7.621894515086785615e-02,2.015645137573290890e-01,1.988594454922934518e-01,1.988592467250142881e-01
5.216253382498199642e-02,7.692454479425157865e-02,2.046930654340671785e-01,2.020408841099175234e-01,2.020406827051529630e-01
5.264543036982451130e-02,7.763667655187216077e-02,2.077886701730356500e-01,2.051978670232738611e-01,2.051976635159826756e-01
5.313279734690879580e-02,7.835540089501370764e-02,2.108479380818390481e-01,2.083274496370615403e-01,2.083272366847825352e-01
5.362467614142307770e-02,7.908077885477521329e-02,2.138689116977902371e-01,2.114280777368751918e-01,2.114278559517265565e-01
5.412110852168045688e-02,7.981287202725328989e-02,2.168498947347544947e-01,2.144984611820530407e-01,2.144982342661777563e-01
5.462213664266588053e-02,8.055174257877285859e-02,2.197892808105004203e-01,2.175374096295660808e-01,2.175371755776896454e-01
5.512780304961534955e-02,8.129745325116552457e-02,2.226860791458767641e-01,2.205443380554166499e-01,2.205440926551190117e-01
5.563815068162918098e-02,8.205006736709803683e-02,2.255400573254888186e-01,2.235194037945162082e-01,2.235191492016023185e-01
5.615322287531777229e-02,8.280964883544870980e-02,2.283511608264811032e-01,2.264629487579186140e-01,2.264626888285095896e-01
5.667306336848177556e-02,8.357626215673466530e-02,2.311196162092510331e-01,2.293755987138849095e-01,2.293753336451473390e-01
5.719771630382627925e-02,8.434997242858911781e-02,2.338472967688569604e-01,2.322595741884670162e-01,2.322592998057873559e-01
5.772722623270888642e-02,8.513084535128871699e-02,2.365371974864901583e-01,2.351181849169084737e-01,2.351178976990006553e-01
5.826163811892302175e-02,8.591894723333286243e-02,2.391925747849294182e-01,2.379550032783960545e-01,2.379547072152191634e-01
5.880099734251621746e-02,8.671434499707449117e-02,2.418173670975604650e-01,2.407742673670056621e-01,2.407739732613607131e-01
5.934534970364326034e-02,8.751710618440237954e-02,2.444176349105958990e-01,2.435822607873756873e-01,2.435819601997775696e-01
5.989474142645552501e-02,8.832729896247680512e-02,2.470002654804229481e-01,2.463860680249181367e-01,2.463857461615431288e-01
6.044921916302633397e-02,8.914499212951826346e-02,2.495724960979591733e-01,2.491931162361461227e-01,2.491927802301667494e-01
6.100882999731208067e-02,8.997025512064898978e-02,2.521422541529850236e-01,2.520115002882467592e-01,2.520111665665087375e-01
6.157362144915057289e-02,9.080315801378936735e-02,2.547184282289661206e-01,2.548502411518732691e-01,2.548498938734153341e-01
6.214364147829645052e-02,9.164377153560897271e-02,2.573103474171184457e-01,2.577187858555049504e-01,2.577184123244967706e-01
6.271893848849324771e-02,9.249216706753170258e-02,2.599278284700398678e-01,2.606270518765888555e-01,2.606266827425345878e-01
6.329956133158415321e-02,9.334841665179789694e-02,2.625824843649187113e-01,2.635866782560698507e-01,2.635863212807053046e-01
6.388555931165990076e-02,9.421259299758132089e-02,2.652874179611906524e-01,2.666107299769310823e-01,2.666103465455698651e-01
6.447698218924559355e-02,9.508476948716353128e-02,2.680562844672162992e-01,2.697127997102219399e-01,2.697123757228249707e-01
6.507388018552641429e-02,9.596502018216547525e-02,2.709030938913079556e-01,2.729068188142358964e-01,2.729064007763457034e-01
6.567630398661179758e-02,9.685341982983600162e-02,2.738415413763757300e-01,2.762064179593319846e-01,2.762060007947836349e-01
6.628430474783962578e-02,9.775004386939924184e-02,2.768856599678925501e-01,2.796255523220455563e-01,2.796251003722144413e-01
6.689793409812040681e-02,9.865496843846099928e-02,2.800500922719241781e-01,2.831787620398900640e-01,2.831782843912489245e-01
6.751724414432097587e-02,9.956827037947349468e-02,2.833494207237959306e-01,2.868805339994900949e-01,2.868800660287010307e-01
6.814228747568933098e-02,1.004900272462606187e-01,2.867977686901278522e-01,2.907449235580351621e-01,2.907444436483582195e-01
6.877311716832056054e-02,1.014203173106039829e-01,2.904098633081592107e-01,2.947865717444664857e-01,2.947860518235211891e-01
6.940978678966333582e-02,1.023592195688885625e-01,2.942009243575831046e-01,2.990206015296628661e-01,2.990200616728541094e-01
7.005235040306923011e-02,1.033068137488117183e-01,2.981841809404975896e-01,3.034602525042420229e-01,3.034597100081506960e-01
7.070086257238301919e-02,1.042631803161525039e-01,3.023719464303367133e-01,3.081179113464114772e-01,3.081173526762531756e-01
7.135537836657625255e-02,1.052284004816048529e-01,3.067772298694031452e-01,3.130066524121728477e-01,3.130060604708784777e-01
7.201595336442366546e-02,1.062025562076738816e-01,3.114120995260170610e-01,3.181386811764276845e-01,3.181380577218006489e-01
7.268264365922236236e-02,1.071857302156353914e-01,3.162840058660246201e-01,3.235218339582399127e-01,3.235211958493930395e-01
7.335550586355508995e-02,1.081780059925602222e-01,3.213998079229690719e-01,3.291634208066392953e-01,3.291627781330699332e-01
7.403459711409791921e-02,1.091794677984042339e-01,3.267666301991186129e-01,3.350710451465828132e-01,3.350703779528708126e-01
7.471997507647150372e-02,1.101902006731625139e-01,3.323886163117569792e-01,3.412495123101610406e-01,3.412488103053891719e-01
7.541169795013807908e-02,1.112102904440909479e-01,3.382664790395921717e-01,3.477004026753388599e-01,3.476996916451970954e-01
7.610982447334375955e-02,1.122398237329947784e-01,3.444006550566908187e-01,3.544250793936799537e-01,3.544243659365205468e-01
7.681441392810574309e-02,1.132788879635831525e-01,3.507902703903090780e-01,3.614237025462956332e-01,3.614229425815820851e-01
7.752552614524700625e-02,1.143275713688939738e-01,3.574274771916267079e-01,3.686898281995892868e-01,3.686890318791226084e-01
7.824322150947626842e-02,1.153859629987852298e-01,3.643011571448644959e-01,3.762139339452688080e-01,3.762131441072079641e-01
7.896756096451590379e-02,1.164541527274972760e-01,3.713990155485225042e-01,3.839854107874796085e-01,3.839846169344369176e-01
7.969860601827719049e-02,1.175322312612847447e-01,3.787057049061302028e-01,3.919907679673964584e-01,3.919899265855758541e-01
8.043641874808295233e-02,1.186202901461184955e-01,3.862011907632864616e-01,4.002120656632977558e-01,4.002112033651846201e-01
8.118106180593900878e-02,1.197184217754593827e-01,3.938632269072461778e-01,4.086292678307225090e-01,4.086284125370906462e-01
8.193259842385468283e-02,1.208267193981045207e-01,4.016673379299661173e-01,4.172202180616372269e-01,4.172193256153948759e-01
8.269109241921164533e-02,1.219452771261047702e-01,4.095848504352892494e-01,4.259587513143956450e-01,4.259578128623996984e-01
8.345660820018327430e-02,1.230741899427566233e-01,4.175834646996032795e-01,4.348152306703194081e-01,4.348142937775946737e-01
8.422921077120422428e-02,1.242135537106683618e-01,4.256282902271855684e-01,4.437575298982588956e-01,4.437565871925509553e-01
8.500896573848978899e-02,1.253634651798994082e-01,4.336822798043893923e-01,4.527514446673068793e-01,4.527504187583387130e-01
8.579593931560716702e-02,1.265240219961763224e-01,4.417071197066546606e-01,4.617615435392884993e-01,4.617604802972543054e-01
8.659019832909832515e-02,1.276953227091849608e-01,4.496622374729178917e-01,4.707502220234781043e-01,4.707491960519335494e-01
8.739181022415400124e-02,1.288774667809379215e-01,4.575049661146569635e-01,4.796778653805632286e-01,4.796768065534459669e-01
8.820084307034158078e-02,1.300705545942214547e-01,4.651968839086976226e-01,4.885089285800459091e-01,4.885077797704185931e-01
8.901736556738468198e-02,1.312746874611188386e-01,4.727038185525420655e-01,4.972119599299227310e-01,4.972108161346318611e-01
8.984144705099707251e-02,1.324899676316134423e-01,4.799905554103096605e-01,5.057545528161395687e-01,5.057534428691095041e-01
9.067315749877070952e-02,1.337164983022720854e-01,4.870227118491222140e-01,5.141051584074135539e-01,5.141039135138524285e-01
9.151256753611732020e-02,1.349543836250071127e-01,4.937738910963538341e-01,5.222399581877277264e-01,5.222386105382934574e-01
9.235974844226597924e-02,1.362037287159209298e-01,5.002199794152722978e-01,5.301374218272668637e-01,5.301361403379309944e-01
9.321477215631605862e-02,1.374646396642325019e-01,5.063371606697129046e-01,5.377764231218646884e-01,5.377752268370010746e-01
9.407771128334546651e-02,1.387372235412851484e-01,5.121133195995386522e-01,5.451471752047077901e-01,5.451459361657631231e-01
9.494863910057627088e-02,1.400215884096390750e-01,5.175527746274968255e-01,5.522557626780910667e-01,5.522544595830491954e-01
9.582762956359731910e-02,1.413178433322479222e-01,5.226623692397796006e-01,5.591108162340859833e-01,5.591094928884422499e-01
9.671475731264364550e-02,1.426260983817189687e-01,5.274517779484654278e-01,5.657237987061809470e-01,5.657224949135881698e-01
9.761009767893535916e-02,1.439464646496613487e-01,5.319423454577389965e-01,5.721174439789846744e-01,5.721160892138346110e-01
9.851372669107373581e-02,1.452790542561181730e-01,5.361614831706227324e-01,5.783203670976448940e-01,5.783189002179848215e-01
9.942572108149760890e-02,1.466239803590880519e-01,5.401382571139929922e-01,5.843628219141054903e-01,5.843614464164331723e-01
1.003461582929994350e-01,1.479813571641342418e-01,5.439114754934288865e-01,5.902843971334064133e-01,5.902833266229622344e-01
1.012751164853008118e-01,1.493512999340817216e-01,5.475380802526711443e-01,5.961419685062291363e-01,5.961408217357714312e-01
1.022126745416898075e-01,1.507339249988051966e-01,5.510787762936367740e-01,6.019959267588259610e-01,6.019944047352587813e-01
1.031589120757196582e-01,1.521293497651078908e-01,5.545962712752957602e-01,6.079084696586498637e-01,6.079071004057970962e-01
1.041139094379686797e-01,1.535376927266902669e-01,5.581583060890885628e-01,6.139464633626730006e-01,6.139453955930906925e-01
1.050777477228635459e-01,1.549590734742125608e-01,5.618365462916489195e-01,6.201803625825502708e-01,6.201790351006697399e-01
1.060505087755658632e-01,1.563936127054503245e-01,5.657046033739926427e-01,6.266823167096414737e-01,6.266806118349597110e-01
1.070322751989213339e-01,1.578414322355424504e-01,5.698355378654893499e-01,6.335238015614800267e-01,6.335223744395618306e-01
1.080231303604749504e-01,1.593026550073365910e-01,5.742967673309767873e-01,6.407708095230100209e-01,6.407695143680853800e-01
1.090231583995494025e-01,1.607774051018277528e-01,5.791566606895968139e-01,6.484901414130606057e-01,6.484884971670822340e-01
1.100324442343902365e-01,1.622658077486952288e-01,5.844854980973743785e-01,6.567503431254417823e-01,6.567484230417770519e-01
1.110510735693770734e-01,1.637679893369371198e-01,5.903388048871898164e-01,6.656059620973040492e-01,6.656041126867402458e-01
1.120791329023005517e-01,1.652840774256017498e-01,5.967583184565021792e-01,6.750985383561793896e-01,6.750967470087955169e-01
1.131167095317077986e-01,1.668142007546199457e-01,6.037878649605217252e-01,6.852716849648291531e-01,6.852697239858365208e-01
1.141638915643156810e-01,1.683584892557376256e-01,6.114660238536692161e-01,6.961641806370522101e-01,6.961618555079517323e-01
1.152207679224918624e-01,1.699170740635479460e-01,6.197964517373166782e-01,7.077819502122864037e-01,7.077795286096655314e-01
1.162874283518060825e-01,1.714900875266274494e-01,6.287730514468835574e-01,7.201219036075108271e-01,7.201197127135686715e-01
1.173639634286512273e-01,1.730776632187748520e-01,6.383896364215951857e-01,7.331810732051101676e-01,7.331788872746518582e-01
1.184504645679339968e-01,1.746799359503524440e-01,6.486229319436662699e-01,7.469405327061607869e-01,7.469380380309610379e-01
1.195470240308383475e-01,1.762970417797350420e-01,6.594251276600020528e-01,7.613583308834106500e-01,7.613558483420124201e-01
1.206537349326591430e-01,1.779291180248623039e-01,6.707435460319607357e-01,7.763880481776841425e-01,7.763857972177125033e-01
1.217706912507094258e-01,1.795763032748995958e-01,6.825183934324304813e-01,7.919766282583521333e-01,7.919741789356856687e-01
1.228979878323010339e-01,1.812387374020071051e-01,6.946624135405186085e-01,8.080450759790036575e-01,8.080424308199697370e-01
1.240357204027978111e-01,1.829165615732160632e-01,7.070718040102011992e-01,8.244987202754824329e-01,8.244962541484844865e-01
1.251839855737446605e-01,1.846099182624165447e-01,7.196348408497353910e-01,8.412353323824750539e-01,8.412328843899070652e-01
1.263428808510716761e-01,1.863189512624563726e-01,7.322305564196943672e-01,8.581438538614432066e-01,8.581409175104089959e-01
1.275125046433733256e-01,1.880438056973504080e-01,7.447275273452987898e-01,8.751032506084084339e-01,8.751002620174740398e-01
1.286929562702651686e-01,1.897846280346042747e-01,7.569855860230507716e-01,8.919841673172272944e-01,8.919816066704930879e-01
1.298843359708180267e-01,1.915415660976522993e-01,7.688600745669961212e-01,9.086530317855613381e-01,9.086502214036541458e-01
1.310867449120692863e-01,1.933147690784091932e-01,7.802405198375894635e-01,9.250088365028522608e-01,9.250054863237936464e-01
1.323002851976137206e-01,1.951043875499391123e-01,7.910383405941725510e-01,9.409716129409865237e-01,9.409684655755476967e-01
1.335250598762743046e-01,1.969105734792424289e-01,8.011631867144358710e-01,9.564601102237880736e-01,9.564574840354100882e-01
1.347611729508516321e-01,1.987334802401587164e-01,8.105446147153112513e-01,9.714124479520760413e-01,9.714095284232338035e-01
1.360087293869565728e-01,2.005732626263922180e-01,8.191744888389643764e-01,9.858263328387798508e-01,9.858229959084114924e-01
1.372678351219225046e-01,2.024300768646549176e-01,8.270588639971427902e-01,9.997134225987152067e-01,9.997102588132763534e-01
1.385385970738015060e-01,2.043040806279332045e-01,8.342096330789803282e-01,1.013091383564739267e+00,1.013089209657323631e+00
1.398211231504437879e-01,2.061954330488774134e-01,8.406904157242645059e-01,1.026027184092797029e+00,1.026025648248946931e+00
1.411155222586600588e-01,2.081042947333137383e-01,8.466129423716958202e-01,1.038633383593899673e+00,1.038631148419900896e+00
1.424219043134696272e-01,2.100308277738823504e-01,8.520953822656039955e-01,1.051028513999893388e+00,1.051025560635786560e+00
1.437403802474346015e-01,2.119751957638026651e-01,8.572647144280618470e-01,1.063339155717224482e+00,1.063337668118927937e+00
1.450710620200788559e-01,2.139375638107636757e-01,8.622718186727299505e-01,1.075713959177900136e+00,1.075713135166405543e+00
1.464140626273955914e-01,2.159180985509446815e-01,8.672769030138084423e-01,1.088309736204119416e+00,1.088307447852108201e+00
1.477694961114429106e-01,2.179169681631660527e-01,8.724436581948219471e-01,1.101285865971328271e+00,1.101282930994047282e+00
1.491374775700269051e-01,2.199343423831690014e-01,8.779274376357996124e-01,1.114793195464146791e+00,1.114791563634662808e+00
1.505181231664762531e-01,2.219703925180301629e-01,8.838717274609479979e-01,1.128970814390965360e+00,1.128969221148834468e+00
1.519115501395054690e-01,2.240252914607070711e-01,8.904232640698517276e-01,1.143960283382923881e+00,1.143957258490835738e+00
1.533178768131707170e-01,2.260992137047201089e-01,8.977256951380944150e-01,1.159899784832514769e+00,1.159896372718330015e+00
1.547372226069178014e-01,2.281923353589703496e-01,9.058733625268211576e-01,1.176881225324609259e+00,1.176878346353115168e+00
1.561697080457219722e-01,2.303048341626927620e-01,9.149428292352392855e-01,1.194979907106246575e+00,1.194977177879218200e+00
1.576154547703227105e-01,2.324368895005496372e-01,9.250149531711319151e-01,1.214275198997494476e+00,1.214271457388102604e+00
1.590745855475536041e-01,2.345886824178640140e-01,9.361221034250145623e-01,1.234801592617484012e+00,1.234796509390780894e+00
1.605472242807661210e-01,2.367603956359919104e-01,9.481976536178651216e-01,1.256502059925810988e+00,1.256497245803454677e+00
1.620334960203515251e-01,2.389522135678388282e-01,9.611615820243674113e-01,1.279307693217190067e+00,1.279304136939390935e+00
1.635335269743600495e-01,2.411643223335201980e-01,9.749245680139684289e-01,1.303141452578535420e+00,1.303137337964467957e+00
1.650474445192168793e-01,2.433969097761640998e-01,9.893302636039392750e-01,1.327864612013210266e+00,1.327859487080707446e+00
1.665753772105397490e-01,2.456501654778642518e-01,1.004174987798599039e+00,1.353295038973236331e+00,1.353290615186239609e+00
